0,1,2
473.494995,40.794998,3
331.536987,277.278992,6
227.753998,161.722,8
29.653999,94.833,7
59.145,134.66499299999998,8
567.411011,281.058014,1
345.661011,333.121002,5
410.20401,399.16299399999997,6
427.972992,313.82901,6
544.440979,446.59399400000007,1
199.862,417.181,6
314.30899,322.428986,5
50.758998999999996,82.452003,7
584.98999,401.860992,1
435.26599100000004,158.348999,3
43.442001,345.700989,6
105.735001,266.322998,6
167.479004,175.30599999999998,8
154.638,357.752991,4
390.036987,278.677002,6
590.210022,288.76901200000003,1
639.905029,111.399002,1
606.062988,138.800003,1
561.278015,295.947998,1
318.694,369.30899,5
242.164993,274.343994,6
644.638,102.209999,1
102.45500200000001,162.998001,8
419.83898899999997,290.972992,6
539.109009,215.75500499999998,2
188.621994,417.37298599999997,6
375.708008,399.62399300000004,6
361.789001,349.989014,5
605.15802,394.075012,1
30.992001000000002,171.520996,8
221.78300499999997,106.579002,7
205.26899699999998,138.574005,8
185.667999,335.60400400000003,4
424.29400599999997,97.509003,3
523.036011,399.070007,1
631.9530030000001,90.27600100000001,1
177.53500400000001,415.957001,6
334.99301099999997,339.56601,5
513.419983,414.022003,1
201.416,163.787994,8
645.271973,89.614998,1
503.428986,236.263,2
606.664001,427.97399900000005,1
481.533997,161.421997,3
517.442017,406.076996,1
237.69400000000002,108.414001,7
447.132996,312.509003,6
522.184021,366.365997,1
428.716003,279.23199500000004,6
657.953979,380.846008,0
125.621002,323.664001,4
203.886993,440.68701200000004,6
138.916,419.429993,6
530.117004,253.397995,2
162.988007,421.22000099999997,6
423.47900400000003,292.575989,6
525.344971,249.36500499999997,2
445.31201200000004,133.772995,3
652.184021,369.588989,0
522.461975,396.860992,1
560.739014,344.040009,1
68.316002,152.404007,8
113.525002,399.234985,6
361.20401,261.708008,6
35.911999,370.350006,6
631.9229740000001,124.433998,1
426.097992,131.962997,3
29.856001000000003,350.19101,6
444.18600499999997,74.773003,3
517.9530030000001,434.91101100000003,1
330.317993,93.491997,7
89.978996,99.889999,7
368.832001,354.847992,5
260.459991,243.82200600000002,6
257.160004,281.057007,6
435.97500599999995,303.593994,6
403.571991,402.153015,6
403.13501,307.951996,6
324.640015,316.003998,5
526.518982,373.040009,1
613.237976,177.156998,1
349.59500099999997,361.01800499999996,5
368.64801,321.57901,5
466.88800000000003,218.47799700000002,2
209.75900299999998,90.274002,7
194.89399699999998,145.770996,8
544.4169919999999,304.859985,1
606.6729740000001,393.790009,1
336.544006,378.73400899999996,5
40.381001,148.067993,8
217.701004,69.130997,7
623.314026,416.785004,1
309.382996,352.445007,5
79.310997,284.882996,6
151.524994,100.473,7
576.856995,319.35598799999997,1
220.875,78.129997,7
119.988998,91.217003,7
315.947998,355.89300499999996,5
346.309998,345.015015,5
426.15301500000004,292.544006,6
440.257996,101.383003,3
247.34199500000003,162.66099499999999,8
659.0930179999999,306.93701200000004,0
324.884003,170.81900000000002,8
66.556,173.71899399999998,8
210.753006,253.785995,6
637.757996,346.757996,0
603.078979,404.593994,1
74.904999,410.26901200000003,6
229.23800699999998,179.16499299999998,8
512.989014,248.854996,2
183.524994,168.171005,8
528.3439940000001,223.132996,2
571.421021,153.628006,2
322.877991,181.17700200000002,8
208.62399299999998,105.845001,7
257.717987,412.964996,6
191.507996,423.796997,6
544.46698,205.03100600000002,2
183.649002,69.685997,7
269.04599,415.20901499999997,6
657.117004,452.665009,1
341.696014,375.322998,5
113.268997,397.28299,6
632.650024,178.970993,1
253.36300699999998,93.762001,7
521.9400019999999,319.31201200000004,1
512.971008,346.678009,1
242.242004,70.839996,7
667.1400150000001,364.03299,0
156.889999,150.130997,8
173.425995,425.68200700000006,6
462.584991,46.923,3
205.884003,183.192993,8
321.800995,253.26400800000002,6
517.664978,70.057999,3
257.065002,103.917999,7
443.22198499999996,101.127998,3
261.802002,258.218994,6
377.427002,277.386993,6
637.02301,204.921005,1
613.4689940000001,239.093002,1
288.195007,413.503998,6
583.867004,453.85299699999996,1
549.935974,207.559006,2
163.863007,272.68798799999996,6
535.0,155.746002,2
330.765015,363.64599599999997,5
665.755005,327.566986,0
152.292007,347.64898700000003,4
337.131012,362.05899,5
631.010986,443.962006,1
245.641998,426.36199999999997,6
95.16100300000001,416.27999900000003,6
508.174011,429.85800199999994,1
608.848999,248.30700699999997,1
480.69299299999994,159.154999,3
108.983002,81.510002,7
178.016006,402.902008,6
518.534973,439.873993,1
311.152008,344.179993,5
275.852997,415.115997,6
425.753998,121.133003,3
436.92700199999996,140.483994,3
271.466003,280.044006,6
168.973999,251.395004,6
144.906998,113.889,7
449.123993,129.988998,3
131.936996,149.259003,8
382.863007,386.951996,6
476.02300999999994,341.60900899999996,6
344.265015,413.817993,6
318.31399500000003,91.872002,7
639.960999,256.539001,1
176.649994,371.484985,4
632.0939940000001,426.82901,1
523.307007,433.528992,1
126.76299999999999,272.737,6
518.2020259999999,424.382996,1
563.268005,318.03799399999997,1
656.1099849999999,136.136002,1
612.294006,173.192001,1
228.218002,148.266998,8
558.5059809999999,148.826996,2
185.067993,270.967987,6
375.664001,273.917999,6
165.121002,345.51300000000003,4
67.906998,90.611,7
288.79699700000003,161.382996,8
235.46600299999997,254.38999900000002,6
665.776978,441.68600499999997,1
433.84500099999997,353.803986,6
673.594971,415.084991,1
128.03599499999999,360.951996,4
560.612976,200.313004,2
523.039978,447.243011,1
485.29400599999997,161.151993,3
444.571991,143.869995,3
316.298004,434.39199800000006,6
402.77301,284.217987,6
539.4069820000001,427.306,1
68.055,393.717987,6
521.9580080000001,89.82800300000001,3
131.722,173.658997,8
40.111999999999995,148.011002,8
358.221985,339.085999,5
509.088013,420.18899500000003,1
24.009001,107.766998,7
315.852997,272.647003,6
642.8439940000001,172.613998,1
510.98001100000005,387.89599599999997,1
456.32000700000003,85.624001,3
454.712006,141.061996,3
381.389008,264.362,6
137.136993,281.847992,6
367.864014,404.339996,6
310.859985,76.639999,7
240.36999500000002,87.621002,7
198.516998,97.11799599999999,7
233.96499599999999,172.781998,8
409.411987,296.240997,6
57.223999,77.79900400000001,7
253.72399900000002,263.11801099999997,6
466.089996,154.477997,3
138.53100600000002,89.481003,7
349.174988,363.20901499999997,5
464.19799800000004,48.134997999999996,3
655.112,337.11199999999997,0
231.348007,149.408005,8
514.020996,350.73699999999997,1
653.344971,439.667999,1
324.541992,75.254997,7
670.314026,321.29699700000003,0
525.236023,224.789993,2
406.260986,378.575989,6
328.294006,399.600006,6
65.650002,105.292,7
537.830994,386.027008,1
88.38200400000001,391.389008,6
67.466003,276.843994,6
229.30200200000002,94.68,7
78.622002,92.777,7
290.497009,99.792999,7
153.878006,372.26599100000004,4
557.546021,183.662994,2
30.151999999999997,302.263,6
438.14898700000003,359.13800000000003,6
440.80801399999996,333.63198900000003,6
36.111,299.346985,6
84.956001,163.597,8
639.867004,306.737,0
144.095001,75.677002,7
454.32299800000004,71.04499799999999,3
259.006012,108.685997,7
249.354004,183.113998,8
302.552002,283.863007,6
541.992981,430.81201200000004,1
328.027008,258.38501,6
218.354004,98.038002,7
659.5770259999999,101.893997,1
210.80200200000002,171.526001,8
57.030998,170.727005,8
258.35400400000003,160.10600300000002,8
535.715027,214.516998,2
548.89502,353.427002,1
600.762024,262.48999,1
138.190994,369.528015,4
248.82000699999998,144.889999,8
117.363998,261.468994,6
146.826996,252.020004,6
422.298004,146.255997,3
153.636002,309.867004,4
530.757996,338.81601,1
206.397995,74.27600100000001,7
32.810001,170.112,8
610.78302,420.506989,1
65.958,286.636993,6
310.510986,345.281006,5
487.299988,161.199005,3
239.44700600000002,407.908997,6
291.156006,104.052002,7
631.588989,210.143997,1
571.9970089999999,185.255005,2
100.069,280.795013,6
409.072998,398.27398700000003,6
35.236,176.363998,8
568.807983,167.182999,2
538.963989,455.89498899999995,1
496.01699800000006,410.996002,1
280.691986,265.170013,6
461.053986,58.123001,3
58.445,146.639999,8
128.432007,290.26901200000003,6
256.127991,251.643005,6
39.911999,150.513,8
666.825012,430.51901200000003,1
21.462,77.293999,7
63.833999999999996,407.371002,6
647.169006,171.828003,1
601.317017,184.68099999999998,1
354.291992,352.26800499999996,5
7.797999999999999,335.317993,6
337.036011,356.350006,5
70.635002,409.332001,6
52.622002,289.036987,6
681.163025,433.35800199999994,1
683.671021,422.505005,1
552.3319700000001,170.764999,2
604.7349849999999,150.86099199999998,1
233.996002,72.875999,7
643.419983,175.62399299999998,1
137.783997,402.600006,6
489.923004,156.906998,3
312.424011,430.181,6
41.458999999999996,74.058998,7
637.52002,346.696014,0
554.1979980000001,309.18701200000004,1
383.68899500000003,293.13198900000003,6
643.382996,143.582001,1
595.015991,436.411987,1
173.621994,162.210999,8
216.906998,114.343002,7
662.197021,357.12399300000004,0
619.559021,136.57200600000002,1
396.144989,287.850006,6
537.47998,372.14401200000003,1
193.875,342.38198900000003,4
625.698975,336.246002,0
28.163,104.377998,7
354.63198900000003,418.369995,6
637.8759769999999,234.05000299999998,1
578.7490230000001,155.158005,2
262.704987,262.756012,6
271.326996,120.79900400000001,7
53.695999,140.332993,8
675.021973,441.903992,1
211.126007,414.87298599999997,6
291.239014,267.566986,6
418.200989,285.682007,6
144.727005,363.410004,4
146.688995,68.014,7
56.216,139.917999,8
423.31799299999994,149.014999,3
58.500999,152.58999599999999,8
458.55899000000005,64.913002,3
394.864014,286.81601,6
656.64801,123.61799599999999,1
304.612,357.527008,5
497.72900400000003,179.009995,3
462.196991,148.753006,3
176.488998,144.634995,8
608.1719969999999,452.337006,1
115.486,177.08500700000002,8
611.828979,204.873001,1
661.8270259999999,333.678009,0
219.5,413.658997,6
445.59200999999996,359.608002,6
459.97601299999997,59.185001,3
515.737,354.632996,1
69.353996,276.035004,6
104.567001,288.074005,6
540.018982,134.873001,2
261.03299,257.946014,6
116.11799599999999,270.09899900000005,6
329.838013,407.196014,6
388.661987,297.95401,6
266.255005,409.427002,6
429.35998499999994,108.485001,3
316.522003,356.910004,5
212.57000699999998,424.27999900000003,6
70.260002,90.167999,7
593.0780030000001,403.316986,1
321.47399900000005,383.121002,5
156.063995,334.575989,4
175.63900800000002,430.992004,6
517.895996,55.445999,3
93.41999799999999,153.067993,8
173.811996,435.535004,6
578.695007,410.891998,1
27.452999,303.158997,6
97.228996,167.076004,8
476.85199000000006,179.141006,3
179.783005,315.420013,4
554.689026,237.09599300000002,2
408.576996,300.765015,6
92.035004,106.07800300000001,7
465.43899500000003,325.735992,6
449.596008,337.957001,6
414.52600099999995,384.118988,6
658.52301,125.33899699999999,1
551.945984,321.266998,1
628.7559809999999,281.993988,1
160.227005,327.049011,4
306.480011,140.395004,8
522.469971,411.807007,1
215.73800699999998,99.917,7
617.012024,146.807007,1
247.63499500000003,109.885002,7
570.13501,181.315994,2
537.0729980000001,343.324005,1
567.2180179999999,146.138,2
544.39801,202.037003,2
535.007019,354.878998,1
238.09599300000002,82.255997,7
328.156006,103.931,7
40.938,393.51300000000003,6
429.5,157.832001,3
665.200012,136.75,1
273.786987,171.162994,8
679.9849849999999,341.54699700000003,0
441.286987,75.081001,3
423.53601100000003,397.091003,6
358.660004,276.619995,6
493.10900899999996,222.59500099999997,2
112.874001,418.18798799999996,6
597.882019,443.503998,1
288.790009,438.928009,6
447.425995,58.318999999999996,3
572.426025,462.51098600000006,1
137.681,427.60699500000004,6
258.924988,265.519989,6
63.058997999999995,288.994995,6
281.14300499999996,169.615005,8
173.899002,406.761993,6
184.904999,264.567993,6
437.48901399999994,308.860992,6
176.628998,350.00201400000003,4
188.835999,417.102997,6
635.244995,103.79499799999999,1
332.428009,252.47099300000002,6
575.153015,166.684998,2
28.910999,99.315002,7
639.6259769999999,144.365997,1
487.128998,71.48200200000001,3
303.842987,139.386993,8
618.075012,456.074005,1
624.7020259999999,413.61199999999997,1
154.880997,421.634003,6
176.865997,371.907013,4
620.955017,248.04699700000003,1
188.617996,96.29900400000001,7
29.804001,307.13501,6
472.289001,170.257996,3
382.580994,419.315002,6
555.840027,182.671997,2
339.920013,320.06201200000004,5
548.47998,416.31399500000003,1
124.59700000000001,113.790001,7
156.770996,296.410004,6
154.257996,164.53999299999998,8
331.93399,363.89401200000003,5
270.471985,438.174011,6
565.8599849999999,459.45401,1
279.119995,163.332001,8
439.256989,74.560997,3
625.301025,232.05299399999998,1
639.198975,142.087997,1
549.065979,385.596985,1
365.87399300000004,366.73199500000004,5
560.664978,422.68701200000004,1
669.760986,339.394989,0
431.372009,364.02999900000003,6
167.942001,409.218994,6
204.162994,424.799988,6
508.425995,61.924,3
127.968002,286.83401499999997,6
295.39898700000003,281.73999,6
250.44299300000003,147.494003,8
44.139998999999996,380.735992,6
571.289978,279.72000099999997,1
337.829987,432.332001,6
323.888,89.833,7
102.459999,419.402008,6
301.722992,105.178001,7
446.471008,303.576996,6
353.39599599999997,329.170013,5
444.98800700000004,163.51800500000002,3
561.731018,299.259003,1
624.85498,360.424011,0
51.570999,386.960999,6
168.675995,280.826996,6
150.819,430.199005,6
633.8439940000001,84.471001,1
576.538025,406.63198900000003,1
248.813004,279.035004,6
626.671021,254.99499500000002,1
69.746002,302.79599,6
44.477001,102.126999,7
612.2509769999999,219.246994,1
423.694,134.559998,3
502.584991,246.656998,2
105.45300300000001,149.42799399999998,8
450.64199800000006,70.155998,3
46.813,352.38501,6
105.157997,181.440002,8
541.955994,125.613998,2
554.132996,189.46400500000001,2
674.367004,345.447998,0
61.714001,69.726997,7
642.867981,221.354004,1
274.175995,404.820007,6
565.289978,411.55899,1
395.410004,390.35400400000003,6
108.851997,390.489014,6
205.09399399999998,245.33599900000002,6
447.10299699999996,142.335999,3
605.976013,211.039993,1
370.247009,400.444,6
393.15799,414.06100499999997,6
571.523987,413.035004,1
336.718994,335.23699999999997,5
285.916992,265.77301,6
99.057999,268.003998,6
523.963989,438.921997,1
437.01599100000004,108.485001,3
251.358994,71.207001,7
625.544006,272.036011,1
623.3720089999999,112.561996,1
343.033997,353.608002,5
261.696991,101.720001,7
305.81601,76.428001,7
568.804016,164.184998,2
598.784973,294.545013,1
672.455017,333.96200600000003,0
326.088989,76.594002,7
639.757996,87.478996,1
410.708008,285.971985,6
135.501999,83.738998,7
217.774002,108.974998,7
538.195007,129.959,2
231.061996,68.763,7
65.550003,80.113998,7
214.916,246.544006,6
460.333008,87.264,3
231.44299300000003,102.337997,7
282.24798599999997,264.950989,6
32.117001,109.217003,7
550.481018,156.082001,2
645.726013,169.095001,1
118.32599599999999,292.673004,6
331.139008,270.07901,6
420.985992,292.76901200000003,6
667.984009,349.415009,0
545.117981,305.18899500000003,1
628.612,103.540001,1
376.122009,300.585999,6
329.54599,254.23800699999998,6
328.291992,101.574997,7
90.343002,70.324997,7
449.31500199999994,316.324005,6
159.005997,80.808998,7
315.127991,165.042007,8
559.987,295.459991,1
15.11,364.417999,6
269.71701,160.257996,8
207.354004,140.296005,8
340.227997,342.928986,5
656.9520259999999,150.522995,1
489.03100599999993,69.125,3
645.841003,241.88900800000002,1
588.025024,419.77200300000004,1
326.56399500000003,381.272003,5
321.053009,266.50100699999996,6
376.100006,299.84500099999997,6
502.743011,83.634003,3
446.130005,92.92199699999999,3
292.218994,106.843002,7
518.846985,225.565002,2
437.63800000000003,120.246002,3
550.489014,169.343002,2
96.23700000000001,186.029007,8
241.729996,282.281006,6
509.19299299999994,361.07800299999997,1
61.027,322.16299399999997,6
38.411999,102.886002,7
87.907997,381.977997,6
640.1279910000001,195.58900500000001,1
513.344971,153.57299799999998,2
501.14300499999996,118.434998,2
497.407013,258.385986,2
272.609985,83.694,7
140.806,105.144997,7
535.768005,87.931999,3
194.451996,363.12298599999997,4
264.14401200000003,105.375,7
502.451996,135.084,2
463.971008,62.674999,3
331.738007,272.627991,6
551.4569700000001,239.132004,2
329.897003,171.932999,8
532.861023,366.22900400000003,1
637.68103,406.35598799999997,1
18.958,371.42199700000003,6
308.959991,417.742004,6
127.350998,171.348999,8
620.14502,394.865997,1
48.585999,304.01001,6
524.507019,452.48901399999994,1
264.302002,69.183998,7
643.814026,70.362,1
37.978001,377.38800000000003,6
365.97601299999997,277.790009,6
493.31100499999997,132.279999,2
94.069,285.881012,6
37.458,140.05299399999998,8
176.32299799999998,320.221008,4
109.01799799999999,282.5,6
613.72998,180.727005,1
107.994003,75.057999,7
629.2509769999999,148.397995,1
266.924988,253.003006,6
281.859985,417.16299399999997,6
485.006012,245.82299799999998,2
142.75100700000002,290.506012,6
497.582001,157.123001,3
540.606018,460.14199800000006,1
522.236023,435.46899400000007,1
558.0759889999999,183.121002,2
32.216999,383.799988,6
536.6209719999999,448.56298799999996,1
614.034973,212.438995,1
231.649002,64.663002,7
158.962006,88.723,7
125.738998,418.41598500000003,6
600.8720089999999,260.058014,1
223.710007,276.23199500000004,6
318.380005,316.390015,5
118.477997,389.85598799999997,6
44.773998,160.513,8
65.627998,76.130997,7
118.361,423.502991,6
156.522995,355.48098799999997,4
94.662003,393.710999,6
398.127991,413.946014,6
133.171005,400.63501,6
47.563999,87.391998,7
196.87600700000002,96.442001,7
423.127991,135.83500700000002,3
490.376007,60.238997999999995,3
653.4580080000001,77.614998,1
111.84899899999999,277.355011,6
318.51599100000004,76.836998,7
376.00100699999996,303.01901200000003,6
561.164001,309.695007,1
425.748993,85.65299999999999,3
590.71698,273.613007,1
29.863001,158.28100600000002,8
484.632996,225.621994,2
126.307999,430.76000999999997,6
114.166,68.586998,7
649.9479980000001,333.167999,0
615.6400150000001,148.38900800000002,1
301.065002,72.014,7
301.92099,271.080994,6
349.99899300000004,267.609985,6
33.428001,138.069,8
568.9219969999999,217.768997,2
176.647003,175.237,8
162.91000400000001,380.566986,4
578.5520019999999,176.175995,2
306.347992,328.488007,5
406.47601299999997,376.234985,6
354.041992,271.23999,6
138.957001,388.799011,6
301.56201200000004,255.751007,6
491.700012,235.598007,2
464.89700300000004,343.64401200000003,6
597.1229860000001,251.996994,1
168.091995,331.829987,4
32.216,303.695007,6
268.80899,157.742004,8
157.632004,384.822998,4
559.4169919999999,325.26001,1
439.040985,385.264008,6
543.89502,320.299988,1
330.790009,101.28600300000001,7
276.24798599999997,253.02600099999998,6
313.929993,283.07800299999997,6
152.639999,112.135002,7
301.041992,143.709,8
674.89502,358.519989,0
570.64801,462.23199500000004,1
531.364014,141.884995,2
235.505997,405.515015,6
649.896973,326.714996,0
343.00698900000003,346.292999,5
98.25700400000001,270.51800499999996,6
321.181,331.06298799999996,5
319.17199700000003,431.36401399999994,6
615.8439940000001,139.40600600000002,1
35.126999,320.06399500000003,6
566.338989,452.329987,1
311.420013,144.99899299999998,8
143.621994,357.24899300000004,4
423.173004,123.603996,3
560.380005,429.22399900000005,1
32.414001,371.342987,6
332.697998,260.87298599999997,6
118.494003,404.317993,6
427.38500999999997,281.989014,6
357.929993,262.003998,6
589.4520259999999,309.516998,1
548.8439940000001,142.901001,2
556.419983,442.464996,1
193.83500700000002,273.964996,6
652.023987,349.985992,0
651.46698,439.44198600000004,1
501.01000999999997,56.181999,3
446.98901399999994,60.667999,3
151.30200200000002,412.161011,6
609.7009889999999,171.227005,1
111.487999,393.994995,6
642.546021,407.834991,1
129.550003,345.552002,4
162.007996,73.113998,7
293.697998,174.442993,8
182.820007,262.859985,6
453.824005,56.455002,3
561.513,407.343994,1
470.670013,329.649994,6
653.791016,453.915009,1
566.2520139999999,376.006012,1
244.632996,164.615005,8
642.737976,349.950989,0
615.148987,287.34899900000005,1
114.20300300000001,173.901993,8
574.690979,436.98199500000004,1
308.653992,346.355011,5
340.752991,266.794006,6
566.208984,304.914001,1
619.3729860000001,178.82200600000002,1
327.93399,435.674988,6
614.9400019999999,155.576996,1
655.028015,110.553001,1
662.413025,418.669006,1
228.52900699999998,280.138,6
154.367996,282.10101299999997,6
297.38198900000003,85.728996,7
447.14599599999997,356.75100699999996,6
221.88900800000002,249.483994,6
613.794006,428.56500199999994,1
574.810974,277.84500099999997,1
436.160004,99.510002,3
437.222992,89.015999,3
113.246002,69.092003,7
274.81100499999997,270.85101299999997,6
270.22699,72.95500200000001,7
459.61199999999997,353.61499,6
607.416016,188.376999,1
77.04499799999999,164.91499299999998,8
177.945007,173.751999,8
281.891998,246.80400099999997,6
217.51499900000002,147.199005,8
473.18499800000006,235.903,2
255.876999,411.838989,6
302.044006,102.431,7
497.048004,88.247002,3
619.976013,390.391998,1
77.896004,166.35600300000002,8
505.60400400000003,80.586998,3
507.252014,354.371002,1
287.368988,434.235992,6
194.804001,325.130005,4
532.534973,124.962997,2
333.86801099999997,312.928009,5
583.333984,434.196014,1
557.2930299999999,465.752014,1
131.330994,362.04098500000003,4
450.714996,341.359985,6
130.994995,408.988007,6
570.48999,381.540009,1
61.591999,402.35101299999997,6
545.450012,137.990997,2
132.42700200000002,417.56601,6
163.83500700000002,319.752991,4
188.238998,258.147003,6
624.719971,96.987999,1
235.718002,168.42700200000002,8
533.736023,319.194,1
370.52398700000003,259.580994,6
284.233002,167.729004,8
46.882999,367.903992,6
327.372009,370.600006,5
244.005997,266.403015,6
172.348999,160.03500400000001,8
221.867996,175.617996,8
24.809998999999998,161.423004,8
129.098007,94.20099599999999,7
536.335999,125.359001,2
333.83401499999997,319.083008,5
508.94799800000004,215.78300499999997,2
124.917,416.61199999999997,6
428.64300499999996,146.550995,3
461.247986,368.246002,6
113.533997,112.146004,7
331.47900400000003,158.473007,8
172.776001,173.341003,8
233.21299700000003,181.654999,8
456.451996,70.103996,3
279.993988,430.949005,6
528.3759769999999,135.24899299999998,2
563.7559809999999,313.53299,1
602.413025,194.26899699999998,1
103.212997,177.054001,8
569.591003,367.880005,1
71.598,102.415001,7
111.065002,283.924988,6
26.872999,170.354996,8
525.190979,87.662003,3
273.68399,164.649002,8
87.22200000000001,157.33500700000002,8
287.02600099999995,144.792007,8
481.98001100000005,327.83401499999997,6
382.79699700000003,290.97699,6
552.81897,303.341003,1
285.114014,177.119003,8
153.223999,430.68301399999996,6
444.59698499999996,345.322998,6
351.91598500000003,358.78799399999997,5
76.82800300000001,153.21000700000002,8
523.7020259999999,126.336998,2
41.766998,179.408005,8
105.872002,76.864998,7
75.863998,370.152008,6
377.807007,412.424011,6
315.559998,313.355011,5
529.1400150000001,298.157013,1
249.53300499999997,260.11801099999997,6
226.285995,432.51998899999995,6
58.375,401.90799,6
245.753006,269.661987,6
354.27600099999995,266.09899900000005,6
564.9849849999999,466.01000999999997,1
265.56601,436.52398700000003,6
612.8790280000001,258.661011,1
84.085999,176.78599499999999,8
320.51599100000004,87.99299599999999,7
301.79098500000003,345.386993,5
293.678009,273.285004,6
160.548004,255.416,6
442.157013,311.945007,6
489.078003,161.763,3
672.278015,438.86401399999994,1
565.9970089999999,441.990997,1
496.216003,415.569,1
261.516998,243.82099900000003,6
636.494995,129.319,1
431.209015,147.042999,3
535.830994,439.65600599999993,1
268.028992,99.76299999999999,7
587.9630129999999,289.109985,1
592.762024,290.513,1
236.880997,178.498001,8
362.238007,267.716003,6
585.596008,282.105011,1
66.769997,366.289001,6
216.153,132.516006,8
500.01998899999995,138.520004,2
132.061996,338.832001,4
585.280029,294.417999,1
648.85498,454.81399500000003,1
65.089996,167.94799799999998,8
57.476002,175.723007,8
32.723,86.389,7
324.230011,378.95401,5
282.054993,71.641998,7
373.096985,340.76300000000003,5
656.533997,127.134003,1
195.90600600000002,144.188995,8
376.471985,433.039001,6
305.04098500000003,250.498001,6
563.450012,433.303009,1
64.557999,377.10199,6
309.118988,321.985992,5
670.507996,428.30999800000006,1
70.422997,375.89300499999996,6
613.565979,296.425995,1
427.46700999999996,105.628998,3
504.68399000000005,118.564003,2
645.026978,443.56500199999994,1
637.439026,318.289001,0
634.971985,268.94101,1
237.71099900000002,415.536987,6
561.010986,278.402008,1
220.416,256.35101299999997,6
153.865997,360.056,4
216.27900699999998,430.35800199999994,6
345.423004,339.683014,5
44.414001,181.39300500000002,8
218.97099300000002,97.70099599999999,7
111.591003,270.011993,6
364.721985,417.610992,6
658.9240110000001,398.066986,1
150.692993,418.42099,6
602.3729860000001,453.47198499999996,1
627.213989,424.18600499999997,1
583.817993,296.593994,1
641.974976,309.85699500000004,0
501.71700999999996,341.031006,1
534.6669919999999,379.769989,1
125.990997,73.056,7
582.758972,275.95901499999997,1
23.087,331.747009,6
636.544006,250.753006,1
116.023003,401.08700600000003,6
661.619995,150.406998,1
54.673,76.752998,7
77.167,169.544998,8
221.356995,257.31298799999996,6
331.30899,430.457001,6
635.14801,78.228996,1
513.606995,120.024002,2
504.421997,340.161987,1
111.308998,162.809006,8
97.557999,259.507996,6
629.862976,273.309998,1
608.911011,199.544006,1
515.357971,119.684998,2
132.483994,72.434998,7
43.855,302.149994,6
216.29200699999998,437.39199800000006,6
130.283997,73.427002,7
